,amount_paid_usd,tags,country,title,artist,at,type,image
60,127,Devotional,United Kingdom,Death Is Not The End,Death Is Not The End,"01/04/2024, 16:32:14",album,https://f4.bcbits.com/img/a1572440816_7.jpg
60,127,Folk,United Kingdom,Death Is Not The End,Death Is Not The End,"01/04/2024, 16:32:14",album,https://f4.bcbits.com/img/a1572440816_7.jpg
60,127,Field Recordings,United Kingdom,Death Is Not The End,Death Is Not The End,"01/04/2024, 16:32:14",album,https://f4.bcbits.com/img/a1572440816_7.jpg
60,127,Blues,United Kingdom,Death Is Not The End,Death Is Not The End,"01/04/2024, 16:32:14",album,https://f4.bcbits.com/img/a1572440816_7.jpg
60,127,Gospel,United Kingdom,Death Is Not The End,Death Is Not The End,"01/04/2024, 16:32:14",album,https://f4.bcbits.com/img/a1572440816_7.jpg
61,761,Techno,Australia,Eternal Flower,Asphalt DJ,"01/04/2024, 16:32:17",album,https://f4.bcbits.com/img/a0157913210_7.jpg
61,761,Cardiff,Australia,Eternal Flower,Asphalt DJ,"01/04/2024, 16:32:17",album,https://f4.bcbits.com/img/a0157913210_7.jpg
61,761,Trance,Australia,Eternal Flower,Asphalt DJ,"01/04/2024, 16:32:17",album,https://f4.bcbits.com/img/a0157913210_7.jpg
61,761,Tech House,Australia,Eternal Flower,Asphalt DJ,"01/04/2024, 16:32:17",album,https://f4.bcbits.com/img/a0157913210_7.jpg
61,761,House Music,Australia,Eternal Flower,Asphalt DJ,"01/04/2024, 16:32:17",album,https://f4.bcbits.com/img/a0157913210_7.jpg
61,761,House,Australia,Eternal Flower,Asphalt DJ,"01/04/2024, 16:32:17",album,https://f4.bcbits.com/img/a0157913210_7.jpg
61,761,Progressive House,Australia,Eternal Flower,Asphalt DJ,"01/04/2024, 16:32:17",album,https://f4.bcbits.com/img/a0157913210_7.jpg
61,761,Prog,Australia,Eternal Flower,Asphalt DJ,"01/04/2024, 16:32:17",album,https://f4.bcbits.com/img/a0157913210_7.jpg
62,400,Soundscapes,United Kingdom,escapism,.foundation,"01/04/2024, 16:32:17",album,https://f4.bcbits.com/img/a0174015713_7.jpg
62,400,Ambient Electronic,United Kingdom,escapism,.foundation,"01/04/2024, 16:32:17",album,https://f4.bcbits.com/img/a0174015713_7.jpg
62,400,Electronic,United Kingdom,escapism,.foundation,"01/04/2024, 16:32:17",album,https://f4.bcbits.com/img/a0174015713_7.jpg
62,400,Meditation,United Kingdom,escapism,.foundation,"01/04/2024, 16:32:17",album,https://f4.bcbits.com/img/a0174015713_7.jpg
62,400,Drone,United Kingdom,escapism,.foundation,"01/04/2024, 16:32:17",album,https://f4.bcbits.com/img/a0174015713_7.jpg
62,400,Field Recordings,United Kingdom,escapism,.foundation,"01/04/2024, 16:32:17",album,https://f4.bcbits.com/img/a0174015713_7.jpg
62,400,.Foundation,United Kingdom,escapism,.foundation,"01/04/2024, 16:32:17",album,https://f4.bcbits.com/img/a0174015713_7.jpg
62,400,Experimental Electronic,United Kingdom,escapism,.foundation,"01/04/2024, 16:32:17",album,https://f4.bcbits.com/img/a0174015713_7.jpg
62,400,Sleep,United Kingdom,escapism,.foundation,"01/04/2024, 16:32:17",album,https://f4.bcbits.com/img/a0174015713_7.jpg
62,400,Soundscape,United Kingdom,escapism,.foundation,"01/04/2024, 16:32:17",album,https://f4.bcbits.com/img/a0174015713_7.jpg
62,400,Ambient,United Kingdom,escapism,.foundation,"01/04/2024, 16:32:17",album,https://f4.bcbits.com/img/a0174015713_7.jpg
63,400,Mountain,United Kingdom,mountain ambient,.foundation,"01/04/2024, 16:32:17",album,https://f4.bcbits.com/img/a3110574404_7.jpg
63,400,Electronic,United Kingdom,mountain ambient,.foundation,"01/04/2024, 16:32:17",album,https://f4.bcbits.com/img/a3110574404_7.jpg
63,400,Drones,United Kingdom,mountain ambient,.foundation,"01/04/2024, 16:32:17",album,https://f4.bcbits.com/img/a3110574404_7.jpg
63,400,Meditation,United Kingdom,mountain ambient,.foundation,"01/04/2024, 16:32:17",album,https://f4.bcbits.com/img/a3110574404_7.jpg
63,400,Drone,United Kingdom,mountain ambient,.foundation,"01/04/2024, 16:32:17",album,https://f4.bcbits.com/img/a3110574404_7.jpg
63,400,Foundation,United Kingdom,mountain ambient,.foundation,"01/04/2024, 16:32:17",album,https://f4.bcbits.com/img/a3110574404_7.jpg
63,400,.Foundation,United Kingdom,mountain ambient,.foundation,"01/04/2024, 16:32:17",album,https://f4.bcbits.com/img/a3110574404_7.jpg
63,400,Soundscape,United Kingdom,mountain ambient,.foundation,"01/04/2024, 16:32:17",album,https://f4.bcbits.com/img/a3110574404_7.jpg
63,400,Mountain Ambient,United Kingdom,mountain ambient,.foundation,"01/04/2024, 16:32:17",album,https://f4.bcbits.com/img/a3110574404_7.jpg
63,400,Ambient,United Kingdom,mountain ambient,.foundation,"01/04/2024, 16:32:17",album,https://f4.bcbits.com/img/a3110574404_7.jpg
64,400,Mountain,United Kingdom,mountain ambient II,.foundation,"01/04/2024, 16:32:17",album,https://f4.bcbits.com/img/a3451623265_7.jpg
64,400,Electronic,United Kingdom,mountain ambient II,.foundation,"01/04/2024, 16:32:17",album,https://f4.bcbits.com/img/a3451623265_7.jpg
64,400,Meditation,United Kingdom,mountain ambient II,.foundation,"01/04/2024, 16:32:17",album,https://f4.bcbits.com/img/a3451623265_7.jpg
64,400,Drone,United Kingdom,mountain ambient II,.foundation,"01/04/2024, 16:32:17",album,https://f4.bcbits.com/img/a3451623265_7.jpg
64,400,Foundation,United Kingdom,mountain ambient II,.foundation,"01/04/2024, 16:32:17",album,https://f4.bcbits.com/img/a3451623265_7.jpg
64,400,.Foundation,United Kingdom,mountain ambient II,.foundation,"01/04/2024, 16:32:17",album,https://f4.bcbits.com/img/a3451623265_7.jpg
64,400,Mountain Ambient Ii,United Kingdom,mountain ambient II,.foundation,"01/04/2024, 16:32:17",album,https://f4.bcbits.com/img/a3451623265_7.jpg
64,400,Null Foundation,United Kingdom,mountain ambient II,.foundation,"01/04/2024, 16:32:17",album,https://f4.bcbits.com/img/a3451623265_7.jpg
64,400,Soundscape,United Kingdom,mountain ambient II,.foundation,"01/04/2024, 16:32:17",album,https://f4.bcbits.com/img/a3451623265_7.jpg
64,400,Ii,United Kingdom,mountain ambient II,.foundation,"01/04/2024, 16:32:17",album,https://f4.bcbits.com/img/a3451623265_7.jpg
64,400,Ambient,United Kingdom,mountain ambient II,.foundation,"01/04/2024, 16:32:17",album,https://f4.bcbits.com/img/a3451623265_7.jpg
64,400,0Foundation,United Kingdom,mountain ambient II,.foundation,"01/04/2024, 16:32:17",album,https://f4.bcbits.com/img/a3451623265_7.jpg
65,876,Electronic,United States,STILL LIFE (A Tribute To Philip Glass),Maud Geffray,"01/04/2024, 16:32:17",album,https://f4.bcbits.com/img/a4246863947_7.jpg
65,876,Techno,United States,STILL LIFE (A Tribute To Philip Glass),Maud Geffray,"01/04/2024, 16:32:17",album,https://f4.bcbits.com/img/a4246863947_7.jpg
65,876,Pop,United States,STILL LIFE (A Tribute To Philip Glass),Maud Geffray,"01/04/2024, 16:32:17",album,https://f4.bcbits.com/img/a4246863947_7.jpg
65,876,Synthpop,United States,STILL LIFE (A Tribute To Philip Glass),Maud Geffray,"01/04/2024, 16:32:17",album,https://f4.bcbits.com/img/a4246863947_7.jpg
65,876,Alternative Pop,United States,STILL LIFE (A Tribute To Philip Glass),Maud Geffray,"01/04/2024, 16:32:17",album,https://f4.bcbits.com/img/a4246863947_7.jpg
65,876,Ambient,United States,STILL LIFE (A Tribute To Philip Glass),Maud Geffray,"01/04/2024, 16:32:17",album,https://f4.bcbits.com/img/a4246863947_7.jpg
66,109,Dub,Canada,Lee Scratch Perry  vs. ROBO BASS HIFI vs. Dubblestandart -  “Nu School Of Planet DUB”,ECHO BEACH Lifefidelity,"01/04/2024, 16:32:19",album,https://f4.bcbits.com/img/a2910480168_7.jpg
66,109,DNB,Canada,Lee Scratch Perry  vs. ROBO BASS HIFI vs. Dubblestandart -  “Nu School Of Planet DUB”,ECHO BEACH Lifefidelity,"01/04/2024, 16:32:19",album,https://f4.bcbits.com/img/a2910480168_7.jpg
66,109,Bass,Canada,Lee Scratch Perry  vs. ROBO BASS HIFI vs. Dubblestandart -  “Nu School Of Planet DUB”,ECHO BEACH Lifefidelity,"01/04/2024, 16:32:19",album,https://f4.bcbits.com/img/a2910480168_7.jpg
66,109,Reggae,Canada,Lee Scratch Perry  vs. ROBO BASS HIFI vs. Dubblestandart -  “Nu School Of Planet DUB”,ECHO BEACH Lifefidelity,"01/04/2024, 16:32:19",album,https://f4.bcbits.com/img/a2910480168_7.jpg
66,109,Jungle,Canada,Lee Scratch Perry  vs. ROBO BASS HIFI vs. Dubblestandart -  “Nu School Of Planet DUB”,ECHO BEACH Lifefidelity,"01/04/2024, 16:32:19",album,https://f4.bcbits.com/img/a2910480168_7.jpg
67,190,Electronic,Italy,Frits Wentink - Theme 05,Frits Wentink,"01/04/2024, 16:32:19",track,https://f4.bcbits.com/img/a3916334486_7.jpg
67,190,House,Italy,Frits Wentink - Theme 05,Frits Wentink,"01/04/2024, 16:32:19",track,https://f4.bcbits.com/img/a3916334486_7.jpg
68,127,Electronic,Italy,The Circus,Frits Wentink,"01/04/2024, 16:32:19",track,https://f4.bcbits.com/img/a1594859498_7.jpg
68,127,House,Italy,The Circus,Frits Wentink,"01/04/2024, 16:32:19",track,https://f4.bcbits.com/img/a1594859498_7.jpg
69,109,Doom Metal,United States,Cerebral Edema - Torture And Dismemberment,Sadist Records,"01/04/2024, 16:32:20",album,https://f4.bcbits.com/img/a3202890157_7.jpg
69,109,Brutal Death Metal,United States,Cerebral Edema - Torture And Dismemberment,Sadist Records,"01/04/2024, 16:32:20",album,https://f4.bcbits.com/img/a3202890157_7.jpg
69,109,Black Metal,United States,Cerebral Edema - Torture And Dismemberment,Sadist Records,"01/04/2024, 16:32:20",album,https://f4.bcbits.com/img/a3202890157_7.jpg
69,109,Denpasar,United States,Cerebral Edema - Torture And Dismemberment,Sadist Records,"01/04/2024, 16:32:20",album,https://f4.bcbits.com/img/a3202890157_7.jpg
69,109,Metal,United States,Cerebral Edema - Torture And Dismemberment,Sadist Records,"01/04/2024, 16:32:20",album,https://f4.bcbits.com/img/a3202890157_7.jpg
69,109,Symphonic Black Metal,United States,Cerebral Edema - Torture And Dismemberment,Sadist Records,"01/04/2024, 16:32:20",album,https://f4.bcbits.com/img/a3202890157_7.jpg
69,109,Death Metal,United States,Cerebral Edema - Torture And Dismemberment,Sadist Records,"01/04/2024, 16:32:20",album,https://f4.bcbits.com/img/a3202890157_7.jpg
70,1014,Techno,Australia,Perfect Moderation,The Trip,"01/04/2024, 16:32:21",album,https://f4.bcbits.com/img/a1914281398_7.jpg
70,1014,Electronic,Australia,Perfect Moderation,The Trip,"01/04/2024, 16:32:21",album,https://f4.bcbits.com/img/a1914281398_7.jpg
70,1014,House,Australia,Perfect Moderation,The Trip,"01/04/2024, 16:32:21",album,https://f4.bcbits.com/img/a1914281398_7.jpg
70,1014,Progressive House,Australia,Perfect Moderation,The Trip,"01/04/2024, 16:32:21",album,https://f4.bcbits.com/img/a1914281398_7.jpg
70,1014,Tech House,Australia,Perfect Moderation,The Trip,"01/04/2024, 16:32:21",album,https://f4.bcbits.com/img/a1914281398_7.jpg
71,100,Ambient,United States,Oni Sakti Plays Philip Glass,Oni Sakti,"01/04/2024, 16:32:22",album,https://f4.bcbits.com/img/a3867443293_7.jpg
71,100,Electronic,United States,Oni Sakti Plays Philip Glass,Oni Sakti,"01/04/2024, 16:32:22",album,https://f4.bcbits.com/img/a3867443293_7.jpg
71,100,Atmospheric,United States,Oni Sakti Plays Philip Glass,Oni Sakti,"01/04/2024, 16:32:22",album,https://f4.bcbits.com/img/a3867443293_7.jpg
71,100,Film Score,United States,Oni Sakti Plays Philip Glass,Oni Sakti,"01/04/2024, 16:32:22",album,https://f4.bcbits.com/img/a3867443293_7.jpg
71,100,Textural,United States,Oni Sakti Plays Philip Glass,Oni Sakti,"01/04/2024, 16:32:22",album,https://f4.bcbits.com/img/a3867443293_7.jpg
71,100,Neo Classical,United States,Oni Sakti Plays Philip Glass,Oni Sakti,"01/04/2024, 16:32:22",album,https://f4.bcbits.com/img/a3867443293_7.jpg
72,634,Other,Netherlands,Mild Profundities (an initial bursting),Antique Seeking Nuns,"01/04/2024, 16:32:25",album,https://f4.bcbits.com/img/a1311560882_7.jpg
73,900,Indie Pop Rock,United States,RYU,Last Dinosaurs,"01/04/2024, 16:32:25",album,https://f4.bcbits.com/img/a2529082316_7.jpg
73,900,Alternative,United States,RYU,Last Dinosaurs,"01/04/2024, 16:32:25",album,https://f4.bcbits.com/img/a2529082316_7.jpg
74,533,Electronic Drone,United States,Six Held Tones for the Unfinished Obelisk,Brian Grainger,"01/04/2024, 16:32:26",album,https://f4.bcbits.com/img/a0083043554_7.jpg
74,533,Minimal Drone,United States,Six Held Tones for the Unfinished Obelisk,Brian Grainger,"01/04/2024, 16:32:26",album,https://f4.bcbits.com/img/a0083043554_7.jpg
74,533,Ambient Electronic,United States,Six Held Tones for the Unfinished Obelisk,Brian Grainger,"01/04/2024, 16:32:26",album,https://f4.bcbits.com/img/a0083043554_7.jpg
74,533,Electronic,United States,Six Held Tones for the Unfinished Obelisk,Brian Grainger,"01/04/2024, 16:32:26",album,https://f4.bcbits.com/img/a0083043554_7.jpg
74,533,Drones,United States,Six Held Tones for the Unfinished Obelisk,Brian Grainger,"01/04/2024, 16:32:26",album,https://f4.bcbits.com/img/a0083043554_7.jpg
74,533,New Age,United States,Six Held Tones for the Unfinished Obelisk,Brian Grainger,"01/04/2024, 16:32:26",album,https://f4.bcbits.com/img/a0083043554_7.jpg
74,533,Dayton,United States,Six Held Tones for the Unfinished Obelisk,Brian Grainger,"01/04/2024, 16:32:26",album,https://f4.bcbits.com/img/a0083043554_7.jpg
74,533,Drone,United States,Six Held Tones for the Unfinished Obelisk,Brian Grainger,"01/04/2024, 16:32:26",album,https://f4.bcbits.com/img/a0083043554_7.jpg
74,533,Drone Music,United States,Six Held Tones for the Unfinished Obelisk,Brian Grainger,"01/04/2024, 16:32:26",album,https://f4.bcbits.com/img/a0083043554_7.jpg
74,533,Minimalism. Minimal,United States,Six Held Tones for the Unfinished Obelisk,Brian Grainger,"01/04/2024, 16:32:26",album,https://f4.bcbits.com/img/a0083043554_7.jpg
74,533,Minimalist,United States,Six Held Tones for the Unfinished Obelisk,Brian Grainger,"01/04/2024, 16:32:26",album,https://f4.bcbits.com/img/a0083043554_7.jpg
74,533,Ambient,United States,Six Held Tones for the Unfinished Obelisk,Brian Grainger,"01/04/2024, 16:32:26",album,https://f4.bcbits.com/img/a0083043554_7.jpg
75,117,Edit,Germany,EDIT PACK by SANTO vol 6,SANTO,"01/04/2024, 16:32:28",album,https://f4.bcbits.com/img/a1424197629_7.jpg
75,117,Trap Music,Germany,EDIT PACK by SANTO vol 6,SANTO,"01/04/2024, 16:32:28",album,https://f4.bcbits.com/img/a1424197629_7.jpg
75,117,Baile Funk,Germany,EDIT PACK by SANTO vol 6,SANTO,"01/04/2024, 16:32:28",album,https://f4.bcbits.com/img/a1424197629_7.jpg
75,117,Rap,Germany,EDIT PACK by SANTO vol 6,SANTO,"01/04/2024, 16:32:28",album,https://f4.bcbits.com/img/a1424197629_7.jpg
75,117,Hip Hop,Germany,EDIT PACK by SANTO vol 6,SANTO,"01/04/2024, 16:32:28",album,https://f4.bcbits.com/img/a1424197629_7.jpg
75,117,Lausanne,Germany,EDIT PACK by SANTO vol 6,SANTO,"01/04/2024, 16:32:28",album,https://f4.bcbits.com/img/a1424197629_7.jpg
75,117,House,Germany,EDIT PACK by SANTO vol 6,SANTO,"01/04/2024, 16:32:28",album,https://f4.bcbits.com/img/a1424197629_7.jpg
75,117,Club,Germany,EDIT PACK by SANTO vol 6,SANTO,"01/04/2024, 16:32:28",album,https://f4.bcbits.com/img/a1424197629_7.jpg
75,117,Future Beats,Germany,EDIT PACK by SANTO vol 6,SANTO,"01/04/2024, 16:32:28",album,https://f4.bcbits.com/img/a1424197629_7.jpg
75,117,Remix,Germany,EDIT PACK by SANTO vol 6,SANTO,"01/04/2024, 16:32:28",album,https://f4.bcbits.com/img/a1424197629_7.jpg
76,600,Meditative,United States,Live Improvisations,"Chihei Hatakeyama, Hakobune, zakè, From Overseas","01/04/2024, 16:32:32",album,https://f4.bcbits.com/img/a3548917721_7.jpg
76,600,Ambient Electronic,United States,Live Improvisations,"Chihei Hatakeyama, Hakobune, zakè, From Overseas","01/04/2024, 16:32:32",album,https://f4.bcbits.com/img/a3548917721_7.jpg
76,600,Meditation,United States,Live Improvisations,"Chihei Hatakeyama, Hakobune, zakè, From Overseas","01/04/2024, 16:32:32",album,https://f4.bcbits.com/img/a3548917721_7.jpg
76,600,Ambience,United States,Live Improvisations,"Chihei Hatakeyama, Hakobune, zakè, From Overseas","01/04/2024, 16:32:32",album,https://f4.bcbits.com/img/a3548917721_7.jpg
76,600,Drone,United States,Live Improvisations,"Chihei Hatakeyama, Hakobune, zakè, From Overseas","01/04/2024, 16:32:32",album,https://f4.bcbits.com/img/a3548917721_7.jpg
76,600,Tape Loops,United States,Live Improvisations,"Chihei Hatakeyama, Hakobune, zakè, From Overseas","01/04/2024, 16:32:32",album,https://f4.bcbits.com/img/a3548917721_7.jpg
76,600,Ethereal,United States,Live Improvisations,"Chihei Hatakeyama, Hakobune, zakè, From Overseas","01/04/2024, 16:32:32",album,https://f4.bcbits.com/img/a3548917721_7.jpg
76,600,Ambient Electronica,United States,Live Improvisations,"Chihei Hatakeyama, Hakobune, zakè, From Overseas","01/04/2024, 16:32:32",album,https://f4.bcbits.com/img/a3548917721_7.jpg
76,600,Minimal Ambient,United States,Live Improvisations,"Chihei Hatakeyama, Hakobune, zakè, From Overseas","01/04/2024, 16:32:32",album,https://f4.bcbits.com/img/a3548917721_7.jpg
76,600,Spacemusic,United States,Live Improvisations,"Chihei Hatakeyama, Hakobune, zakè, From Overseas","01/04/2024, 16:32:32",album,https://f4.bcbits.com/img/a3548917721_7.jpg
76,600,Soundscape,United States,Live Improvisations,"Chihei Hatakeyama, Hakobune, zakè, From Overseas","01/04/2024, 16:32:32",album,https://f4.bcbits.com/img/a3548917721_7.jpg
76,600,Ambient Music,United States,Live Improvisations,"Chihei Hatakeyama, Hakobune, zakè, From Overseas","01/04/2024, 16:32:32",album,https://f4.bcbits.com/img/a3548917721_7.jpg
76,600,Drone Ambient,United States,Live Improvisations,"Chihei Hatakeyama, Hakobune, zakè, From Overseas","01/04/2024, 16:32:32",album,https://f4.bcbits.com/img/a3548917721_7.jpg
76,600,Ambient,United States,Live Improvisations,"Chihei Hatakeyama, Hakobune, zakè, From Overseas","01/04/2024, 16:32:32",album,https://f4.bcbits.com/img/a3548917721_7.jpg
77,69,Bassline,United States,NO RULES (feat. bloody white),Mija,"01/04/2024, 16:32:36",track,https://f4.bcbits.com/img/a4113115638_7.jpg
77,69,Techno House,United States,NO RULES (feat. bloody white),Mija,"01/04/2024, 16:32:36",track,https://f4.bcbits.com/img/a4113115638_7.jpg
77,69,Techno,United States,NO RULES (feat. bloody white),Mija,"01/04/2024, 16:32:36",track,https://f4.bcbits.com/img/a4113115638_7.jpg
77,69,Electronic,United States,NO RULES (feat. bloody white),Mija,"01/04/2024, 16:32:36",track,https://f4.bcbits.com/img/a4113115638_7.jpg
77,69,Techno And Variations,United States,NO RULES (feat. bloody white),Mija,"01/04/2024, 16:32:36",track,https://f4.bcbits.com/img/a4113115638_7.jpg
77,69,Underground,United States,NO RULES (feat. bloody white),Mija,"01/04/2024, 16:32:36",track,https://f4.bcbits.com/img/a4113115638_7.jpg
77,69,Lo Fi,United States,NO RULES (feat. bloody white),Mija,"01/04/2024, 16:32:36",track,https://f4.bcbits.com/img/a4113115638_7.jpg
77,69,House,United States,NO RULES (feat. bloody white),Mija,"01/04/2024, 16:32:36",track,https://f4.bcbits.com/img/a4113115638_7.jpg
78,55,Electronic,United Kingdom,A,Skee Mask,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a3505292848_7.jpg
79,547,Queer,United States,The Colours (2023),SOPOR AETERNUS & The Ensemble Of Shadows,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a3067095716_7.jpg
79,547,Darkwave,United States,The Colours (2023),SOPOR AETERNUS & The Ensemble Of Shadows,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a3067095716_7.jpg
79,547,Classical,United States,The Colours (2023),SOPOR AETERNUS & The Ensemble Of Shadows,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a3067095716_7.jpg
79,547,Synthpop. Lgbtq,United States,The Colours (2023),SOPOR AETERNUS & The Ensemble Of Shadows,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a3067095716_7.jpg
79,547,Gothic,United States,The Colours (2023),SOPOR AETERNUS & The Ensemble Of Shadows,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a3067095716_7.jpg
79,547,Halloween,United States,The Colours (2023),SOPOR AETERNUS & The Ensemble Of Shadows,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a3067095716_7.jpg
79,547,Goth,United States,The Colours (2023),SOPOR AETERNUS & The Ensemble Of Shadows,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a3067095716_7.jpg
79,547,Nonbinary,United States,The Colours (2023),SOPOR AETERNUS & The Ensemble Of Shadows,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a3067095716_7.jpg
80,100,Funk,United States,Loner,Sonic Graffiti,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a2206107312_7.jpg
80,100,Garage,United States,Loner,Sonic Graffiti,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a2206107312_7.jpg
80,100,Soul,United States,Loner,Sonic Graffiti,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a2206107312_7.jpg
80,100,Punk,United States,Loner,Sonic Graffiti,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a2206107312_7.jpg
80,100,Blues,United States,Loner,Sonic Graffiti,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a2206107312_7.jpg
80,100,Rock,United States,Loner,Sonic Graffiti,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a2206107312_7.jpg
81,100,Funk,United States,Sonic Graffiti,Sonic Graffiti,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a0301282609_7.jpg
81,100,Garage,United States,Sonic Graffiti,Sonic Graffiti,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a0301282609_7.jpg
81,100,Soul,United States,Sonic Graffiti,Sonic Graffiti,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a0301282609_7.jpg
81,100,Punk,United States,Sonic Graffiti,Sonic Graffiti,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a0301282609_7.jpg
81,100,Blues,United States,Sonic Graffiti,Sonic Graffiti,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a0301282609_7.jpg
81,100,Rock,United States,Sonic Graffiti,Sonic Graffiti,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a0301282609_7.jpg
82,200,Valis,United States,Simulacra 1,Jack Hertz,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a1153554271_7.jpg
82,200,Progressive Electronic,United States,Simulacra 1,Jack Hertz,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a1153554271_7.jpg
82,200,Eurorack,United States,Simulacra 1,Jack Hertz,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a1153554271_7.jpg
82,200,Soundtrack,United States,Simulacra 1,Jack Hertz,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a1153554271_7.jpg
82,200,Intelligent Ambient Music,United States,Simulacra 1,Jack Hertz,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a1153554271_7.jpg
82,200,Transreal,United States,Simulacra 1,Jack Hertz,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a1153554271_7.jpg
82,200,Scifi,United States,Simulacra 1,Jack Hertz,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a1153554271_7.jpg
83,200,Progressive Electronic,United States,Simulacra 2,Jack Hertz,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a2853782553_7.jpg
83,200,Blade Runner,United States,Simulacra 2,Jack Hertz,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a2853782553_7.jpg
83,200,Transreal,United States,Simulacra 2,Jack Hertz,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a2853782553_7.jpg
83,200,Eurorack,United States,Simulacra 2,Jack Hertz,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a2853782553_7.jpg
83,200,Soundtrack,United States,Simulacra 2,Jack Hertz,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a2853782553_7.jpg
83,200,Intelligent Ambient Music,United States,Simulacra 2,Jack Hertz,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a2853782553_7.jpg
83,200,Replicant,United States,Simulacra 2,Jack Hertz,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a2853782553_7.jpg
83,200,Blade Runner 2049,United States,Simulacra 2,Jack Hertz,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a2853782553_7.jpg
83,200,Baby,United States,Simulacra 2,Jack Hertz,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a2853782553_7.jpg
83,200,Cyborg,United States,Simulacra 2,Jack Hertz,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a2853782553_7.jpg
84,200,Progressive Electronic,United States,Simulacra 3,Jack Hertz,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a0419538218_7.jpg
84,200,Eurorack,United States,Simulacra 3,Jack Hertz,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a0419538218_7.jpg
84,200,Soundtrack,United States,Simulacra 3,Jack Hertz,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a0419538218_7.jpg
84,200,Ubik,United States,Simulacra 3,Jack Hertz,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a0419538218_7.jpg
84,200,Exegesis,United States,Simulacra 3,Jack Hertz,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a0419538218_7.jpg
84,200,Intelligent Ambient Music,United States,Simulacra 3,Jack Hertz,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a0419538218_7.jpg
84,200,Transreal,United States,Simulacra 3,Jack Hertz,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a0419538218_7.jpg
84,200,A Scanner Darkly,United States,Simulacra 3,Jack Hertz,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a0419538218_7.jpg
85,200,Progressive Electronic,United States,Simulacra 4,Jack Hertz,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a1062332639_7.jpg
85,200,Blade Runner,United States,Simulacra 4,Jack Hertz,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a1062332639_7.jpg
85,200,Eurorack,United States,Simulacra 4,Jack Hertz,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a1062332639_7.jpg
85,200,Soundtrack,United States,Simulacra 4,Jack Hertz,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a1062332639_7.jpg
85,200,Lies Inc,United States,Simulacra 4,Jack Hertz,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a1062332639_7.jpg
85,200,Three Stigmata,United States,Simulacra 4,Jack Hertz,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a1062332639_7.jpg
